ref_#,cefr_level,task_type,topic,word_count_min,word_count_max,question_prompt,requirement_1,req_1_score_0,req_1_score_1,req_1_score_2,req_1_score_3,requirement_2,req_2_score_0,req_2_score_1,req_2_score_2,req_2_score_3,requirement_3,req_3_score_0,req_3_score_1,req_3_score_2,req_3_score_3,requirement_4,req_4_score_0,req_4_score_1,req_4_score_2,req_4_score_3,status,notes
W-A1-20260506090636,a1,placement writing,"people, relationships, and family (a1)",40,60,"Introduce your family to a new classmate.

Write a short note about your family.

- Include the names and ages of your family members
- Mention an activity you enjoy doing with your family
- Describe where you live",Names and ages of family members,absent,"mentions family members with no names or ages (e.g., 'I have a family').","mentions family members and provides either a name or an age (e.g., 'I have a brother who is 10 years old'). (scores 2, not 3 — provides a name or age, but not both in a concrete context).","mentions family members with both names and ages in a concrete context (e.g., 'My sister Anna is 12 years old and loves painting'). Vague mentions like 'my brother is young' do NOT count as concrete specifics.",Activity you enjoy with family,absent,"mentions an activity with family with no further detail (e.g., 'We play games').","mentions an activity and provides a reason or context (e.g., 'We play games because it is fun'). (scores 2, not 3 — provides a reason but lacks a specific activity or context).","mentions an activity with family, provides a reason, and includes a concrete specific (e.g., 'We play board games like Monopoly every Sunday because it brings us together'). Generic statements like 'we have fun' do NOT count as concrete specifics.",Description of where you live,absent,"mentions where they live with no detail (e.g., 'I live in a city').","describes where they live with a reason or feature (e.g., 'I live in a small town because it is quiet'). (scores 2, not 3 — describes a feature but lacks a specific place or detail).","describes where they live with a reason and a concrete specific (e.g., 'I live on Maple Street, which is known for its beautiful park where I walk my dog'). Vague descriptions like 'a nice area' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-A1-20260507090557,a1,paragraph,"countries, cities, towns, and public places (a1)",50,70,"Think about a town you know well.

Write a paragraph about this town.

- Include the town's name and where it is located
- Mention one place you like in the town
- Describe what you do at that place",The town's name and location,absent,"states the town's name and location in a complete sentence (e.g., 'The town is called Springfield and it is in Illinois').","names the town and location AND provides a simple reason or detail about its location (e.g., 'Springfield is in Illinois, which is known for its beautiful landscapes'). (scores 2, not 3 — provides a reason but no concrete specific about the town or location).","all of 2 AND includes a concrete specific about the town or location (e.g., 'Springfield is in Illinois, known for its beautiful landscapes, and it hosts the annual state fair which attracts thousands of visitors'). Generic statements like 'a nice place' do NOT count as concrete specifics.",One place you like in the town,absent,"mentions a place in the town they like in a complete sentence (e.g., 'I like the park in Springfield').","names a place they like AND provides a reason for liking it (e.g., 'I like the park in Springfield because it is peaceful'). (scores 2, not 3 — gives a reason but lacks a concrete specific about the place).","all of 2 AND includes a concrete specific about the place (e.g., 'I like the park in Springfield because it is peaceful, especially the rose garden which blooms beautifully in spring'). Vague descriptions like 'a beautiful place' do NOT count as concrete specifics.",What you do at that place,absent,"states an activity they do at the place in a complete sentence (e.g., 'I go jogging at the park').","mentions an activity AND provides a reason or detail about it (e.g., 'I go jogging at the park because it helps me relax'). (scores 2, not 3 — describes the activity and reason but lacks a concrete specific about the activity).","all of 2 AND includes a concrete specific about the activity (e.g., 'I go jogging at the park because it helps me relax, especially on the trail that winds through the old oak trees'). Generic activities like 'exercise' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-A2-20260507113209,a2,simple email writing,"sports, hobbies, and interests (a2)",80,100,"Tell your new language-exchange friend about what you do in your free time.

Write an email about your favorite activities.

- Include your favorite sport or hobby and when you do it
- Mention where you do it and who you do it with
- Give one reason you enjoy it",Your favorite sport or hobby and when you do it,absent,"states their favorite sport or hobby without mentioning when they do it (e.g., 'I like playing soccer').","names their favorite sport or hobby AND when they do it, with a reason or explanation (e.g., 'I like playing soccer on weekends because it helps me relax'). (scores 2, not 3 — provides a time and reason, but no specific detail about the activity itself).","all of 2 AND a concrete specific — a particular event, location, or personal anecdote (e.g., 'I like playing soccer every Saturday morning at the local park with my friends, and last week I scored the winning goal'). Generic statements like 'I play often' do NOT count as concrete specifics.",Where you do it and who you do it with,absent,"mentions where they do the activity or who they do it with, but not both (e.g., 'I play at the park').","mentions both where they do the activity and who they do it with, with a reason or explanation (e.g., 'I play soccer at the park with my friends because it's close to our homes'). (scores 2, not 3 — provides location and companions, but lacks a specific detail about the setting or people).","all of 2 AND a concrete specific — a detailed description of the place or a specific person (e.g., 'I play soccer at the community park with my friend Alex, who is the best goalkeeper in our group'). Vague descriptions like 'with some friends' do NOT count as concrete specifics.",One reason you enjoy it,absent,"states they enjoy the activity without giving a reason (e.g., 'I enjoy playing soccer').","provides a reason for enjoying the activity (e.g., 'I enjoy playing soccer because it keeps me fit'). (scores 2, not 3 — gives a reason but lacks a specific example or detail that illustrates the enjoyment).","all of 2 AND a concrete specific — a personal anecdote or detailed example (e.g., 'I enjoy playing soccer because it keeps me fit, and last month I noticed I could run faster during our matches'). General statements like 'it's fun' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-20260507120319,b1,essay,body and health (b1),50,300,"Music plays an important role in many people's lives.

Write an essay discussing the role of music in your life and how it affects you.

- Think about how music influences your daily activities
- Consider the effects of music on your physical health
- Include a personal example of music's impact on your well-being",How music influences your daily activities,absent,"mentions that music influences daily activities without specifying how or why (e.g., 'Music influences my daily life').","describes a specific influence of music on daily activities with a reason or explanation (e.g., 'Listening to music helps me concentrate while studying'). (scores 2, not 3 — provides a reason but lacks a concrete specific like a song or artist).","all of 2 AND includes a concrete specific such as a song, artist, or detailed personal scenario (e.g., 'Listening to classical music like Beethoven helps me concentrate during study sessions'). Mood categories like 'relaxing music' do NOT count as concrete specifics.",Effects of music on your physical health,absent,"states that music affects physical health without further detail (e.g., 'Music affects my physical health').","explains a specific effect of music on physical health with a reason or cause (e.g., 'Music can reduce stress, which is beneficial for heart health'). (scores 2, not 3 — explains the effect but lacks a concrete specific like a study or personal experience).","all of 2 AND includes a concrete specific such as a personal experience, study, or detailed example (e.g., 'Listening to calming music like jazz has helped lower my blood pressure during stressful times'). General statements like 'music is good for health' do NOT count as concrete specifics.",Personal example of music's impact on well-being,absent,"mentions that music impacts well-being without providing a personal example (e.g., 'Music impacts my well-being').","provides a personal example of how music impacts well-being with a reason or explanation (e.g., 'Listening to upbeat music improves my mood after a long day'). (scores 2, not 3 — gives a personal example but lacks a concrete specific like a song or situation).","all of 2 AND includes a concrete specific such as a song, artist, or detailed personal scenario (e.g., 'Listening to 'Happy' by Pharrell Williams lifts my spirits after a tough day at work'). Vague descriptions like 'happy songs' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-A1-20260401080639,a1,paragraph,"sports, hobbies, and interests (a1)",20,150,"Hobbies are activities you enjoy doing in your free time.

Write a paragraph about your hobbies.

- Think about what you like to do in your free time
- Consider when you do your hobbies
- Include why you enjoy your hobbies",What you like to do in your free time,absent,"states an activity they like to do in their free time without any further detail (e.g., 'I like to read').","names an activity and provides a reason for liking it (e.g., 'I like to read because it helps me relax'). (scores 2, not 3 — gives a reason but no specific book or author that anchors the activity concretely.)","all of 2 AND a concrete specific — a book title, author, or a vividly described reading situation (e.g., 'I like to read mystery novels by Agatha Christie every evening before bed'). Generic statements like 'interesting books' do NOT count as concrete specifics.",When you do your hobbies,absent,"mentions when they do their hobbies without any further detail (e.g., 'I do my hobbies on weekends').","states when they do their hobbies and provides a reason or context (e.g., 'I do my hobbies on weekends because I have more free time then'). (scores 2, not 3 — provides a time and reason but no specific hobby or event that anchors the time concretely.)","all of 2 AND a concrete specific — a particular hobby or event that occurs at that time (e.g., 'I play soccer with my friends every Saturday morning at the local park'). Vague phrases like 'fun activities' do NOT count as concrete specifics.",Why you enjoy your hobbies,absent,"states they enjoy their hobbies without any further explanation (e.g., 'I enjoy painting').","provides a reason for enjoying their hobbies (e.g., 'I enjoy painting because it allows me to express my creativity'). (scores 2, not 3 — gives a reason but no specific painting or experience that anchors the enjoyment concretely.)","all of 2 AND a concrete specific — a particular painting, style, or personal experience (e.g., 'I enjoy painting landscapes, especially the view from my window, which changes with the seasons'). General statements like 'creative activities' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-A1-20260401080754,a1,paragraph,"house, home, and daily life (a1)",25,150,"Home is where you live and feel comfortable.

Write a paragraph about your home.

- Think about where you live
- Describe what your home is like
- Include what you like about your home",Where you live,absent,"states where they live with no additional detail (e.g., 'I live in a city').","names where they live AND provides a reason or detail about the location (e.g., 'I live in a city because it is close to my work'). (scores 2, not 3 — provides a reason but no specific detail about the city).","all of 2 AND includes a concrete specific about the location (e.g., 'I live in a city with a famous park where I often go for walks'). Generic statements like 'a nice place' do NOT count as concrete specifics.",Description of your home,absent,"describes their home with no additional detail (e.g., 'My home is small').","describes their home AND provides a reason or feature (e.g., 'My home is small but cozy because it has a warm fireplace'). (scores 2, not 3 — describes a feature but lacks a specific detail about the home).","all of 2 AND includes a concrete specific about the home (e.g., 'My home is small but cozy because it has a warm fireplace and a large window overlooking the garden'). Vague descriptions like 'a nice home' do NOT count as concrete specifics.",What you like about your home,absent,"states what they like about their home with no additional detail (e.g., 'I like my home').","states what they like about their home AND provides a reason (e.g., 'I like my home because it is peaceful'). (scores 2, not 3 — provides a reason but lacks a specific detail about what makes it peaceful).","all of 2 AND includes a concrete specific about what they like (e.g., 'I like my home because it is peaceful, especially in the mornings when I can hear the birds singing in the garden'). General statements like 'it is nice' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-A2-20260401081154,a2,paragraph,"sports, hobbies, and interests (a2)",25,250,"Think about your weekend activities and experiences.

Write a paragraph about what you did over the weekend.

- Include the activities you did over the weekend
- Mention the people you spent time with
- Describe what you enjoyed the most",Activities you did over the weekend,absent,"mentions an activity done over the weekend without any further detail (e.g., 'I went hiking').","mentions an activity and provides a reason or effect (e.g., 'I went hiking because it helps me relax'). (scores 2, not 3 — provides a reason but lacks a specific detail about the hike).","all of 2 AND includes a concrete specific such as a location, time, or personal anecdote (e.g., 'I went hiking at Blue Mountain on Saturday morning, which was refreshing'). Generic statements like 'a nice place' do NOT count as concrete specifics.",People you spent time with,absent,"mentions spending time with people without specifying who or providing any detail (e.g., 'I spent time with friends').","mentions specific people and provides a reason or context (e.g., 'I spent time with my friends because we wanted to catch up'). (scores 2, not 3 — provides context but lacks a specific detail about the interaction).","all of 2 AND includes a concrete specific such as a name, relationship, or detailed interaction (e.g., 'I spent time with my friend Sarah at her house, where we cooked dinner together'). Vague references like 'someone' or 'people' do NOT count as concrete specifics.",What you enjoyed the most,absent,"mentions something enjoyed without any further detail (e.g., 'I enjoyed the movie').","mentions what was enjoyed and provides a reason or explanation (e.g., 'I enjoyed the movie because it was funny'). (scores 2, not 3 — provides a reason but lacks a specific detail about the movie).","all of 2 AND includes a concrete specific such as a scene, character, or personal reaction (e.g., 'I enjoyed the movie because the scene where the hero saves the day was thrilling'). General statements like 'it was good' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-A2-20260401081256,a2,paragraph,"sports, hobbies, and interests (a2)",25,250,"Think about a typical day in your life.

Write a paragraph about your daily routine.

- Include what time you get up
- Think about the activities you do during the day
- Consider how you feel at the end of the day",What time you get up,absent,"states the time they get up without any additional detail (e.g., 'I get up at 7 AM').","mentions the time they get up AND provides a reason or effect (e.g., 'I get up at 7 AM because I need to catch the bus to work'). (scores 2, not 3 — provides a reason but no specific detail about the routine or impact).","all of 2 AND includes a concrete specific that adds meaningful elaboration (e.g., 'I get up at 7 AM because I need to catch the 7:30 bus, which is the only one that gets me to work on time'). Vague statements like 'I get up early' do NOT count as concrete specifics.",Activities during the day,absent,"mentions an activity they do during the day without further detail (e.g., 'I go to work').","mentions an activity AND provides a reason or effect (e.g., 'I go to work because I need to earn money'). (scores 2, not 3 — gives a reason but lacks a specific detail about the activity).","all of 2 AND includes a concrete specific that adds meaningful elaboration (e.g., 'I go to work at the local library where I help organize community events, which makes my job fulfilling'). Generic statements like 'I do many things' do NOT count as concrete specifics.",Feelings at the end of the day,absent,"states how they feel at the end of the day without further detail (e.g., 'I feel tired').","states how they feel AND provides a reason or effect (e.g., 'I feel tired because I have a long commute'). (scores 2, not 3 — provides a reason but lacks a specific detail about the feeling or its cause).","all of 2 AND includes a concrete specific that adds meaningful elaboration (e.g., 'I feel tired because after my long commute, I still have to prepare dinner for my family, which leaves me exhausted'). Vague feelings like 'I feel okay' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-A2-20260401081426,a2,paragraph,"sports, hobbies, and interests (a2)",25,250,"Think about an activity you enjoy doing in your free time.

Write a paragraph about this activity.

- Include what activity you enjoy doing
- Mention when and where you do the activity
- Explain why you like the activity",What activity you enjoy doing,absent,"states an activity they enjoy doing without any further detail (e.g., 'I enjoy swimming').","names an activity and provides a reason for enjoyment (e.g., 'I enjoy swimming because it helps me relax'). (scores 2, not 3 — provides a reason but no specific instance or detail about the activity).","all of 2 AND includes a concrete specific, such as a personal anecdote or a specific instance (e.g., 'I enjoy swimming at the local pool every Saturday morning because it helps me relax after a busy week'). Generic statements like 'it's fun' do NOT count as concrete specifics.",When and where you do the activity,absent,"mentions when or where they do the activity without further detail (e.g., 'I swim on weekends').","provides both a time and a place for the activity (e.g., 'I swim every Saturday at the community pool'). (scores 2, not 3 — gives time and place but lacks a specific detail or personal connection).","all of 2 AND includes a concrete specific, such as a personal experience or a vivid description (e.g., 'Every Saturday morning, I swim at the community pool, which is always quiet and peaceful, allowing me to focus on my strokes'). Vague descriptions like 'a nice place' do NOT count as concrete specifics.",Why you like the activity,absent,"states they like the activity without providing a reason (e.g., 'I like swimming').","provides a reason for liking the activity (e.g., 'I like swimming because it keeps me fit'). (scores 2, not 3 — gives a reason but lacks a specific example or detail).","all of 2 AND includes a concrete specific, such as a personal story or a detailed example (e.g., 'I like swimming because it keeps me fit, and last year I completed a 5k swim challenge, which was a great achievement for me'). General statements like 'it's good for health' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-20260401081828,b1,essay,workplace and jobs (b1),25,300,"The way people work is changing in many countries.

Write an essay discussing how work and jobs are different today compared to the past.

- Think about the comparison of past and present job roles
- Consider the impact of technology on modern work
- Include a personal example of workplace change",Comparison of past and present job roles,absent,"mentions that job roles have changed over time without further detail (e.g., 'Jobs today are different from the past').","describes a specific change in job roles with a reason or explanation (e.g., 'In the past, many jobs required manual labor, but now technology has automated many tasks'). (scores 2, not 3 — explains a change but lacks a concrete specific example).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'In the past, factory workers manually assembled products, but now machines handle most of the assembly, allowing workers to focus on quality control and maintenance'). Vague statements like 'jobs are more advanced now' do NOT count as concrete specifics.",Impact of technology on modern work,absent,"mentions that technology affects work without further detail (e.g., 'Technology has changed how we work').","explains how technology impacts work with a reason or effect (e.g., 'Technology allows people to work remotely, which can increase flexibility'). (scores 2, not 3 — provides an effect but lacks a concrete specific example).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'With video conferencing tools like Zoom, employees can attend meetings from anywhere, reducing the need for travel and saving time'). General statements like 'technology makes work easier' do NOT count as concrete specifics.",Personal example of workplace change,absent,"mentions a personal experience of workplace change without further detail (e.g., 'I have seen changes at my workplace').","describes a personal experience of workplace change with a reason or effect (e.g., 'My company introduced flexible hours, which helped improve work-life balance'). (scores 2, not 3 — describes a change but lacks a concrete specific example).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'After my company allowed remote work, I saved two hours daily on commuting, which I now use for family time and personal projects'). Vague descriptions like 'things are better now' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-20260401081932,b1,essay,natural world and environment (b1),25,300,"Many people are concerned about the environment today.

Write an essay discussing what actions people in your community can take to help the environment.

- Think about ways to reduce waste in the community
- Consider how planting trees benefits the environment
- Include community initiatives for clean energy use",Ways to reduce waste in the community,absent,"mentions reducing waste in the community without further detail (e.g., 'We should reduce waste').","names a specific way to reduce waste AND provides a reason or explanation (e.g., 'Recycling can reduce waste because it turns used materials into new products'). (scores 2, not 3 — explains recycling but lacks a concrete example of how it is implemented).","all of 2 AND includes a concrete specific, such as a personal or community initiative (e.g., 'Our community started a weekly recycling drive where residents bring their recyclables to a central location, which has reduced landfill waste by 30%'). Generic statements like 'everyone should recycle' do NOT count as concrete specifics.",How planting trees benefits the environment,absent,"mentions planting trees as beneficial without further detail (e.g., 'Planting trees is good for the environment').","explains a specific benefit of planting trees with a reason (e.g., 'Trees help clean the air by absorbing carbon dioxide'). (scores 2, not 3 — provides a reason but lacks a specific example of tree planting).","all of 2 AND includes a concrete specific, such as a personal or community tree-planting event (e.g., 'Last year, our school planted 100 trees in the local park, which has improved air quality and provided shade for visitors'). Vague statements like 'trees are important' do NOT count as concrete specifics.",Community initiatives for clean energy use,absent,"mentions clean energy initiatives without further detail (e.g., 'We should use clean energy').","describes a specific clean energy initiative and its benefit (e.g., 'Installing solar panels on community buildings reduces electricity costs and reliance on fossil fuels'). (scores 2, not 3 — describes the initiative but lacks a specific example of its implementation).","all of 2 AND includes a concrete specific, such as a personal or community project (e.g., 'Our town installed solar panels on the library, which now saves $500 monthly on energy bills and serves as a model for other buildings'). General statements like 'solar energy is good' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-20260401082034,b1,essay,science and technology (b1),25,300,"Education is changing in many parts of the world due to technology.

Write an essay discussing how technology is changing the way people learn.

- Think about how students use technology in the classroom
- Consider the advantages and disadvantages of technology in learning
- Include a personal example of technology in your learning",How students use technology in the classroom,absent,"mentions that students use technology in the classroom without further detail (e.g., 'Students use technology in class').","describes how students use technology in the classroom AND provides a reason or effect (e.g., 'Students use tablets in class to access digital textbooks, which makes learning more interactive'). (scores 2, not 3 — describes use and reason, but lacks a specific example of technology or situation).","all of 2 AND includes a concrete specific such as a particular app, device, or classroom activity (e.g., 'In my school, we use Google Classroom to submit assignments and receive feedback instantly, which helps us improve our work quickly'). General statements like 'using technology helps learning' do NOT count as concrete specifics.",Advantages and disadvantages of technology in learning,absent,"mentions advantages or disadvantages of technology in learning without further detail (e.g., 'Technology has pros and cons in learning').","describes an advantage or disadvantage AND provides a reason or effect (e.g., 'Technology makes learning more accessible because students can access resources online'). (scores 2, not 3 — provides a reason but lacks a specific example or scenario).","all of 2 AND includes a concrete specific such as a particular advantage or disadvantage with an example (e.g., 'Online courses allow students in remote areas to learn from top universities, but they may lack personal interaction, which can affect motivation'). Vague statements like 'technology is good for learning' do NOT count as concrete specifics.",Personal example of technology in your learning,absent,"mentions a personal example of using technology in learning without further detail (e.g., 'I use technology to study').","describes a personal example of using technology in learning AND provides a reason or effect (e.g., 'I use educational apps to study because they make learning more engaging'). (scores 2, not 3 — provides a reason but lacks a specific app or situation).","all of 2 AND includes a concrete specific such as a particular app, tool, or learning experience (e.g., 'I use Duolingo to practice Spanish daily, which has improved my vocabulary significantly'). General statements like 'technology helps me learn better' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-20260401082137,b1,essay,"shopping, money, and personal finance (b1)",25,300,"Online shopping is becoming more popular every year.

Write an essay discussing how shopping habits have changed in recent years.

- Think about how online shopping has changed buying habits
- Consider the differences between online and in-store shopping experiences
- Include a personal example of a change in your shopping habits",How online shopping has changed buying habits,absent,"mentions that online shopping has changed buying habits without further detail (e.g., 'Online shopping has changed how we buy things').","explains how online shopping has changed buying habits with a reason or effect (e.g., 'Online shopping has made it easier to compare prices, which influences buying decisions'). (scores 2, not 3 — provides a reason but lacks a concrete specific example of a change in habit).","all of 2 AND includes a concrete specific that materially develops the point (e.g., 'Many people now prefer to shop online for groceries because they can easily compare prices and find discounts, like my friend who saves 20% on her weekly shopping by using online coupons'). Vague statements like 'people shop more online' do NOT count as concrete specifics.",Comparison of online and in-store shopping experiences,absent,"mentions a comparison between online and in-store shopping without further detail (e.g., 'Online and in-store shopping are different').","provides a reason or effect for the comparison between online and in-store shopping (e.g., 'Online shopping is more convenient because you can shop from home, unlike in-store shopping where you have to travel'). (scores 2, not 3 — gives a reason but lacks a concrete specific example of the comparison).","all of 2 AND includes a concrete specific that materially develops the comparison (e.g., 'While online shopping allows you to shop from the comfort of your home, in-store shopping offers the advantage of seeing and trying products before buying, like when I tried on shoes in-store to ensure the right fit'). General statements like 'online is easier' do NOT count as concrete specifics.",Personal example of a change in shopping habits,absent,"mentions a personal change in shopping habits without further detail (e.g., 'I have changed how I shop').","describes a personal change in shopping habits with a reason or effect (e.g., 'I now shop online more often because it saves time'). (scores 2, not 3 — provides a reason but lacks a concrete specific example of the change).","all of 2 AND includes a concrete specific that materially develops the personal example (e.g., 'I used to visit the mall every weekend, but now I buy clothes online because I can find better deals and save time, like when I bought a jacket for half the price during an online sale'). Vague statements like 'I shop differently now' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
W-B1-20260401082235,b1,essay,"holidays, travel, and transportation (b1)",25,900,"Tourism brings many visitors to cities and towns around the world.

Write an essay discussing the effects of tourism on your town or country.

- Think about the positive effects of tourism on the local economy
- Consider the negative impacts of tourism on the environment
- Include a personal example of tourism's impact on your community",Positive effects of tourism on local economy,absent,"mentions that tourism benefits the local economy without further detail (e.g., 'Tourism helps the economy').","states a reason or effect of tourism on the local economy (e.g., 'Tourism boosts local businesses because visitors spend money on services and products'). (scores 2, not 3 — provides a reason but lacks a concrete example of a business or service).","all of 2 AND includes a concrete specific such as a type of business or service that benefits (e.g., 'Tourism boosts local businesses like hotels and restaurants, which see increased revenue during peak tourist seasons'). Vague statements like 'many businesses benefit' do NOT count as concrete specifics.",Negative impacts of tourism on environment,absent,"mentions that tourism negatively affects the environment without further detail (e.g., 'Tourism harms the environment').","describes a negative impact of tourism on the environment with a reason or effect (e.g., 'Tourism leads to pollution because of increased waste and littering'). (scores 2, not 3 — explains the impact but lacks a specific example of pollution).","all of 2 AND includes a concrete specific such as a type of pollution or environmental damage (e.g., 'Tourism leads to pollution, such as plastic waste on beaches, which harms marine life'). General statements like 'environmental damage occurs' do NOT count as concrete specifics.",Personal example of tourism's impact on community,absent,"mentions that tourism impacts the community without further detail (e.g., 'Tourism affects my community').","provides a reason or effect of tourism on the community (e.g., 'Tourism brings more job opportunities to my community'). (scores 2, not 3 — gives a reason but lacks a specific example of a job or community change).","all of 2 AND includes a concrete specific such as a personal anecdote or community change (e.g., 'Tourism has created jobs in my community, like my cousin working as a tour guide, which has improved his family's income'). Vague references like 'people get jobs' do NOT count as concrete specifics.",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,auto-generated,
