ref_#,cefr_level,task_type,topic,word_count_min,word_count_max,question_prompt,requirement_1,req_1_score_0,req_1_score_1,req_1_score_2,req_1_score_3,requirement_2,req_2_score_0,req_2_score_1,req_2_score_2,req_2_score_3,requirement_3,req_3_score_0,req_3_score_1,req_3_score_2,req_3_score_3,requirement_4,req_4_score_0,req_4_score_1,req_4_score_2,req_4_score_3,status,notes
W-A2-51,a2,placement writing,"countries, cities, towns, and public places (a2)",80,200,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-50,b1,placement writing,"education, study, and language (b1)",100,250,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-51,b1,placement writing,body and health (b1),100,250,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B2-50,b2,placement writing,workplace and jobs (b2),150,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B2-51,b2,placement writing,"countries, cities, towns, and public places (b2)",150,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-C1-50,c1,placement writing,science and technology (c1),175,350,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-C1-51,c1,placement writing,politics and society (c1),175,350,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-A2-20260506055545,a2,paragraph,"countries, cities, towns, and public places (a2)",90,120,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-A1-20260506090636,a1,placement writing,"people, relationships, and family (a1)",40,60,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-A1-20260507090557,a1,paragraph,"countries, cities, towns, and public places (a1)",50,70,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-A2-20260507113209,a2,simple email writing,"sports, hobbies, and interests (a2)",80,100,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-20260507120319,b1,essay,body and health (b1),50,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-A1-20260401080639,a1,paragraph,"sports, hobbies, and interests (a1)",20,150,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-A1-20260401080754,a1,paragraph,"house, home, and daily life (a1)",25,150,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-A2-20260401081154,a2,paragraph,"sports, hobbies, and interests (a2)",25,250,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-A2-20260401081256,a2,paragraph,"sports, hobbies, and interests (a2)",25,250,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-A2-20260401081426,a2,paragraph,"sports, hobbies, and interests (a2)",25,250,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-20260401081828,b1,essay,workplace and jobs (b1),25,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-20260401081932,b1,essay,natural world and environment (b1),25,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-20260401082034,b1,essay,science and technology (b1),25,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-20260401082137,b1,essay,"shopping, money, and personal finance (b1)",25,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-20260401082235,b1,essay,"holidays, travel, and transportation (b1)",25,900,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-20260401082337,b1,essay,science and technology (b1),25,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B2-20260401083650,b2,essay,"shopping, money, and personal finance (b2)",50,400,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B2-20260401083820,b2,essay,"people, relationships, and family (b2)",50,500,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B2-20260401083916,b2,essay,"education, study, and language (b2)",50,400,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B2-20260401084009,b2,essay,"house, home, and daily life (b2)",50,400,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-C1-20260401084917,c1,essay,"media, arts, literature, and entertainment (c1)",50,500,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-C1-20260401085011,c1,essay,"cultures, customs, religion, and traditions (c1)",50,500,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-C1-20260401085101,c1,essay,"holidays, travel, and transportation (c1)",50,500,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-C1-20260401085151,c1,essay,"people, relationships, and family (c1)",50,500,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-20260401093728,b1,essay,"people, relationships, and family (b1)",50,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-20260401093829,b1,essay,natural world and environment (b1),50,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
W-B1-20260401093929,b1,essay,"media, arts, literature, and entertainment (b1)",50,300,,,,,,,,,,,,,,,,,Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument,pending,
