ref_#,domain,media_description,title,instruction,question,assessment_type,cefr_level,cefr_descriptor,question_type,subtype,skill_focus,topic,context,learning_objective,difficulty,expected_time,discrimination,guessing_factor,weight,considerations,tips,tags,partial_credit_enabled,feedback_correct,feedback_incorrect,correct_count,incorrect_count,max_attempts,word_limit_min,word_limit_max,text_genre,media_key,requirement_1,requirement_1_score_0,requirement_1_score_1,requirement_1_score_2,requirement_1_score_3,requirement_2,requirement_2_score_0,requirement_2_score_1,requirement_2_score_2,requirement_2_score_3,requirement_3,requirement_3_score_0,requirement_3_score_1,requirement_3_score_2,requirement_3_score_3,generic_requirement,generic_requirement_score_0,generic_requirement_score_1,generic_requirement_score_2,generic_requirement_score_3
W-A2-20260506055545,,,,"Write 90–120 words in 15 minutes. Use clear, simple sentences.","Write about a town or city you know well for a travel blog. Write about:
- Where it is and how people travel there
- Two public places to visit (e.g., a park, museum)
- One tip for visitors (best time or local rule)",Writing,a2,"can write short, simple essays on topics of interest",paragraph,short paragraph writing,holistic (b1),"countries, cities, towns, and public places (a2)",,"Compose short essays on familiar topics, expressing ideas clearly.",0.35,900,0.9,0.25,1.2,,,,FALSE,,,0,0,0,90,120,,,Location and travel access,Not Mentioned,"Names the town/city and country, or says how to get there in a short phrase.","States where the town/city is and explains one way people travel there with a simple reason (e.g., faster, cheaper, direct).","Gives a clear location and a specific travel route or service with a detail (e.g., 'From Madrid, take the Renfe train to Segovia in 30 minutes').",Two public places to visit,Not Mentioned,"Lists two places (e.g., a park and a museum) with no detail.","Names two places and says why each is good to visit (e.g., beautiful view, local history).","Describes two places with concrete A2-friendly details (e.g., 'Retiro Park has a small lake for boats'; 'City Museum shows old photos on the first floor').",One practical visitor tip (time or rule),Not Mentioned,States a basic tip about best time or a local rule.,"Gives a tip and explains why it helps (e.g., avoids crowds, saves money, follows local custom).","Shares a tip with a specific example or time/detail (e.g., 'Visit in May because the weather is 20–24°C' or 'On buses in Lisbon, tap your card when you enter to avoid a fine of €1.80').",Additional on-topic development,No semantically distinct extra point beyond what other requirements already cover; repeats or only paraphrases another requirement.,Introduces a distinct extra point related to the task but does not develop it (single clause or list item only).,"Introduces and meaningfully develops a distinct extra point with at least one reason, contrast, or consequence.","Introduces, develops, and supports a distinct extra point with concrete detail (example, time, place, quantity, or specific comparison)."
W-A1-20260506090636,,,,Write 40–60 words in 10 minutes. Use simple sentences.,"Write a short note to a new classmate about your family. Write about:
- Who is in your family (names and ages)
- One thing you like to do together
- Where you live (street or area)",Writing,a1,can produce simple phrases and sentences about themselves and imaginary people,placement writing,inform (a1),holistic (a1),"people, relationships, and family (a1)",,Identify and create simple sentences about personal and imaginary topics.,0.15,600,0.3,0.25,0.6,,,,FALSE,,,0,0,0,40,60,,,Introduce family members with names and ages,Not Mentioned,Lists one or more family members or says 'I have a family' without names or ages.,"Gives names and basic relations with at least one age in simple sentences (e.g., 'My sister is 10.') and says they are family.","Gives several names with relations and ages in clear simple sentences (e.g., 'My mother is Ana, 40. My brother Tom is 8.')",Say one activity you do together as a family,Not Mentioned,"Names an activity with no detail (e.g., 'We play.').","States an activity and a simple reason or feeling (e.g., 'We watch movies because it is fun.').","Gives a clear example with time or place in a simple sentence (e.g., 'On Sunday, we cook pizza together at home.').",State where you live (street or area) in simple sentences and keep to 40–60 words,Not Mentioned,"Mentions a city or country only (e.g., 'I live in Spain.') without street or area; word count far from the range.","Gives a street or area in a simple sentence (e.g., 'I live on Park Street.') and stays mostly within 40–60 words.","Gives a clear street or area plus a simple locator (e.g., 'I live on Green Street near the big park.') and keeps the note within 40–60 words.",Additional on-topic development,No semantically distinct extra point beyond what other requirements already cover; repeats or only paraphrases another requirement.,Introduces a distinct extra point related to the task but does not develop it (single clause or list item only).,"Introduces and meaningfully develops a distinct extra point with at least one reason, contrast, or consequence.","Introduces, develops, and supports a distinct extra point with concrete detail (example, time, place, quantity, or specific comparison)."
W-A1-20260507090557,,,,Write 50–70 words in 10 minutes. Use simple sentences.,"Write a short paragraph about a town you know. Write about:
- The town’s name and where it is
- One place you like (park, market, museum, or cafe)
- What you do there",Writing,a1,"can write short, simple essays on topics of interest",paragraph,inform (a1),holistic (b1),"countries, cities, towns, and public places (a1)",,Summarize and express opinions on familiar topics in short essays.,0.2,600,0.6,0.25,0.8,,,,FALSE,,,0,0,0,50,70,,,Name the town and its location,Not Mentioned,"Gives the town’s name or country only, with no clear place (e.g., 'I know Madrid').","States the town’s name and where it is in simple terms (e.g., 'Madrid is in Spain, in the center').","Adds one concrete locator or nearby feature (e.g., 'Madrid is in central Spain, near the Manzanares River').",Identify one place you like in the town,Not Mentioned,"Names a place with no opinion (e.g., 'There is a park').","States the place and a simple reason for liking it (e.g., 'I like the park because it is quiet').","Gives a short, concrete detail about the place (e.g., 'I like Retiro Park because it has a big lake with boats').",Describe what you do there using simple sentences (50–70 words total),Not Mentioned,"Says one basic activity with no detail (e.g., 'I walk there').","Names 1–2 activities with a simple reason or time (e.g., 'I walk and read there after school because it is calm').","Adds a concrete action or routine with a small detail (e.g., 'On Sunday I meet my friend Ana, we drink hot chocolate, and take photos by the fountain').",Additional on-topic development,No semantically distinct extra point beyond what other requirements already cover; repeats or only paraphrases another requirement.,Introduces a distinct extra point related to the task but does not develop it (single clause or list item only).,"Introduces and meaningfully develops a distinct extra point with at least one reason, contrast, or consequence.","Introduces, develops, and supports a distinct extra point with concrete detail (example, time, place, quantity, or specific comparison)."
W-A2-20260507113209,,,,"Write 80–100 words in 12 minutes. Use a friendly, polite tone.","Write an email to a new language-exchange friend about your free-time activities.
Write about:
- Your favorite sport or hobby and when you do it
- Where you do it and who you do it with
- One reason you enjoy it",Writing,a2,can produce simple phrases and sentences about themselves and imaginary people,simple email writing,simple email writing,holistic (a1),"sports, hobbies, and interests (a2)",,Identify and write simple sentences about personal interests and daily routines.,0.35,720,0.8,0.25,1.2,,,,FALSE,,,0,0,0,80,100,,,State favorite sport or hobby and when you do it,Not Mentioned,"Names the sport or hobby and a simple time phrase (e.g., 'I play football on weekends') with no extra detail.","Says the sport or hobby and when it happens, and adds a short reason for the schedule (e.g., 'I play football on weekends because I am busy on weekdays').","Gives the activity and clear timing plus a concrete detail (e.g., 'I play football every Saturday morning at 9 because I finish my chores on Friday').",Say where you do it and who you do it with,Not Mentioned,"Mentions a place or a person (e.g., 'at the park' or 'with my cousin') without further detail.","States both the place and the person and adds a short reason (e.g., 'at the local park with my cousin Ana because it is close to our homes').","Gives a specific place and person and adds a concrete detail (e.g., 'at Riverside Park with my cousin Ana; we meet at the south gate near the café').",Explain one reason you enjoy it in a friendly email tone (80–100 words),Not Mentioned,"Includes a simple liking statement (e.g., 'I like it') and basic email tone markers (a greeting/closing) but no reason.","Gives one clear reason for enjoyment (e.g., 'I enjoy it because it helps me relax') and keeps a polite, friendly tone with greeting and sign-off.","Provides a concrete enjoyment reason with a short example and friendly tone within 80–100 words (e.g., 'I enjoy it because it helps me relax—after practice last Sunday, I felt calm and slept well. Best wishes, Luis').",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument
W-B1-20260507120319,,,,Read the task below and write your response in the space provided.,<p>Music is something that most people enjoy in their daily lives.</p><p><br></p><p><br></p><p><br></p><p>Write an essay discussing the role of music in your life and how it affects you.</p>,Writing,b1,"can write short, simple essays on topics of interest",essay,inform (b1),holistic (b1),body and health (b1),,"Compose short essays on familiar topics, expressing ideas clearly and coherently.",0.64,900,1.0,0.0,1.0,,,,FALSE,,,0,0,0,50,300,,,Write about when and why you listen to music,not mentioned,"Mentions when or why they listen to music with no further detail (e.g., 'I listen to music sometimes' or 'I like music at the gym')","Names two or more situations or reasons for listening, with some context around each — but does not explain why music specifically helps in those situations (e.g., 'I listen at the gym and at home with family at the weekend' scores 2, not 3)","Names two or more situations AND for each one explains why music specifically suits that situation — the explanation must go beyond naming the activity (e.g., 'I listen at the gym because the beat keeps me motivated through tough sets, and at home because it helps the whole family decompress together')",Consider how music can affect your mood and the way you feel,not mentioned,"Mentions that music affects mood or feelings with no further detail (e.g., 'Music makes me feel good')","Describes one or more effects of music on mood or feelings with some explanation — but the explanation is general or vague rather than specific (e.g., 'music boosts your mood and transports you somewhere' or 'people feel exhilaration at concerts' scores 2, not 3)","Describes two distinct emotional effects AND for each one explains the specific mechanism or personal reason why that effect happens (e.g., 'Fast music raises my energy because it increases my heart rate, and nostalgic songs make me emotional because they trigger specific memories from my past')",Use a specific personal example or story to support your argument,not mentioned,"States that music affects mood with no detail. (""Music makes me happy."" / ""Music helps me feel better."")","Names a specific mood or feeling AND explains how music causes it. (""When I listen to slow music I feel calm because it slows my breathing and clears my mind."")","Names a specific mood, explains how music causes it, AND links to a specific type of music, situation, or personal example. (""When I feel anxious before an exam, I listen to classical music because the rhythm helps me focus — I did this before my IELTS test and it really helped."")",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument
W-A1-20260401080639,,,,Read the task below and write your response in the space provided.,<p><strong>Write about your hobbies.</strong></p><p><br></p><ul><li>What do you like to do in your free time?</li><li>When do you do this?</li><li>Why do you enjoy it?</li></ul>,Writing,a1,"can write straightforward, detailed descriptions on familiar subjects",paragraph,inform (a1),holistic (a1),"sports, hobbies, and interests (a1)",,,0.32,600,1.0,0.0,1.0,,,,FALSE,,,0.0,0.0,0,20,150,,,,,,,,,,,,,,,,,,,,,,
W-A1-20260401080754,,,,Read the task below and write your response in the space provided.,<p><strong>Write about your home.</strong></p><p><br></p><ul><li>Where do you live?</li><li>What is your home like?</li><li>What do you like about it?</li></ul>,Writing,a1,"can write short, simple notes and messages relating to matters in areas of immediate need",paragraph,inform (a1),holistic (a1),"house, home, and daily life (a1)",,,0.32,600,1.0,0.0,1.0,,,,FALSE,,,0.0,1.0,0,25,150,,,,,,,,,,,,,,,,,,,,,,
W-A2-20260401081154,,,,Read the task below and write your response in the space provided.,<p><strong>Write about your weekend.</strong></p><p><br></p><ul><li>What did you do?</li><li>Who did you spend time with?</li><li>What did you enjoy the most?</li></ul>,Writing,a2,"can write straightforward, detailed descriptions on familiar subjects",paragraph,inform (a2),holistic (b1),"sports, hobbies, and interests (a2)",,,0.47,600,1.0,0.0,1.0,,,,FALSE,,,0.0,0.0,0,25,250,,,,,,,,,,,,,,,,,,,,,,
W-A2-20260401081256,,,,Read the task below and write your response in the space provided.,<p><strong>Write about a typical day.</strong></p><p><br></p><ul><li>What time do you get up?</li><li>What do you do during the day?</li><li>How do you feel at the end of the day?</li></ul>,Writing,a2,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",paragraph,inform (a2),holistic (a1),"sports, hobbies, and interests (a2)",,,0.47,600,1.0,0.0,1.0,,,,FALSE,,,0.0,0.0,0,25,250,,,,,,,,,,,,,,,,,,,,,,
W-A2-20260401081426,,,,Read the task below and write your response in the space provided.,<p><strong>Write about something you enjoy doing.</strong></p><p><br></p><ul><li>What do you enjoy doing?</li><li>When and where do you do it?</li><li>Why do you like it?</li></ul>,Writing,a2,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",paragraph,inform (a2),holistic (a1),"sports, hobbies, and interests (a2)",,,0.47,600,1.0,0.0,1.0,,,,FALSE,,,0.0,0.0,0,25,250,,,,,,,,,,,,,,,,,,,,,,
W-B1-20260401081828,,,,Read the task below and write your response in the space provided.,<p><em>The way people work is changing in many countries.</em></p><p><br></p><p><strong>Write an essay discussing how work and jobs are different today compared to the past.</strong></p><p><br></p><p><br></p>,Writing,b1,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",essay,describe (b1),holistic (a1),workplace and jobs (b1),,,0.64,900,1.0,0.0,1.0,,,,FALSE,,,0,18,0,25,300,,,Explain how work today differs from the past,Not Mentioned,"States a simple difference (e.g., 'jobs are more digital now') without detail or time reference.","Describes one or two clear differences and gives a reason or result (e.g., remote work is common because internet tools allow meetings online).","Gives a concrete comparison with a short personal example (e.g., 'My uncle was a factory worker on fixed shifts, but now I work from home two days a week using company chat, which reduces my commute').",Describe how technology has changed the workplace,Not Mentioned,"Names a tool or trend (e.g., 'computers' or 'apps') without saying how it changes work.","Explains how a specific technology affects tasks or communication (e.g., video calls save time; software tracks projects) and notes a benefit or drawback.","Includes a short, concrete case (e.g., 'At my part-time job in a café, we use a tablet POS that reduces order mistakes, but when the Wi‑Fi fails, we cannot charge cards and lines grow').",Balance benefits and challenges with examples,Not Mentioned,Lists one benefit or one challenge without contrast or detail.,"Presents at least one benefit and one challenge with brief reasons (e.g., flexibility improves work–life balance, but constant emails increase stress).","Supports both sides with specific, personal or observed examples (e.g., 'My friend Sara can study and work online, which saves money, but my cousin lost hours when the company automated data entry in 2023').",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument
W-B1-20260401081932,,,,Read the task below and write your response in the space provided.,<p><em>Many people are worried about the state of the environment.</em></p><p><br></p><p><strong>Write an essay discussing what people in your community can do to help the environment.</strong></p><p><br></p><p><br></p>,Writing,b1,"can write short, simple essays on topics of interest",essay,inform (b1),holistic (b1),natural world and environment (b1),,,0.64,900,1.0,0.0,1.0,,,,FALSE,,,0,25,0,25,300,,,Clear position and focus on community environmental actions,Not Mentioned,States that people should help the environment without specifying how the community can act.,"Explains why community actions matter (e.g., reducing waste, cleaner air) and links to overall environmental benefits.","Presents a clear stance and names 2–3 concrete community actions, such as weekly street clean-ups in Oak Road Park or switching a local school to bottle-filling stations.",Balance between individual responsibility and local government role,Not Mentioned,"Mentions either individuals or the council, but not both, or lists both without detail.","Describes how individual habits (e.g., using public transport, separating recyclables) and local policy (e.g., more recycling bins, bus routes) work together and why both are needed.","Gives paired examples, such as residents in Riverside Estate starting food-waste bins at home while the town council provides brown-bin collection every Tuesday, explaining the combined impact.",Use of everyday examples from personal life and the local community,Not Mentioned,Says 'in my town' or 'in my life' without giving a real example.,"Provides a personal or local example and explains the effect (e.g., saving energy or reducing litter).","Includes specific names, places, or outcomes, such as: 'Last spring, my neighbour Ana and I joined the Saturday river clean-up by GreenBridge Group and collected five bags of plastic from Mill Stream, which reduced litter on the footpath.'",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument
W-B1-20260401082034,,,,Read the task below and write your response in the space provided.,<p><em>Education is changing in many parts of the world.</em></p><p><br></p><p><strong>Write an essay discussing how technology is changing the way people learn.</strong></p><p><br></p><ul><li>Think about how students use technology in and out of the classroom</li><li>Consider both the advantages and disadvantages</li><li>Use examples from your own experience as a learner</li></ul>,Writing,b1,can produce simple phrases and sentences about themselves and imaginary people,essay,inform (b1),holistic (a1),science and technology (b1),,,0.64,900,1.0,0.0,1.0,,,,FALSE,,,0.0,29.0,0,25,300,,,,,,,,,,,,,,,,,,,,,,
W-B1-20260401082137,,,,Read the task below and write your response in the space provided.,<p><em>Online shopping is becoming more popular every year.</em></p><p><br></p><p><strong>Write an essay discussing how shopping habits have changed in recent years.</strong></p><p><br></p>,Writing,b1,"can write reviews of films, books or plays",essay,inform (b1),holistic (b1),"shopping, money, and personal finance (b1)",,,0.64,900,1.0,0.0,1.0,,,,FALSE,,,0,23,0,25,300,,,Clear comparison: past vs. present shopping habits,Not Mentioned,States that shopping has changed over time without detail.,"Explains at least one key difference (e.g., store visits before vs. online browsing now) and why it happened (technology, wider choice).","Gives a concrete personal contrast, e.g., “Five years ago I went to the mall every Saturday to try shoes; now I check sizes and reviews on my phone and order for home delivery.”",Balanced discussion of benefits and drawbacks of online shopping,Not Mentioned,"Lists a pro or a con in one word or short phrase (e.g., “convenient,” “scams”) without detail.","Describes at least one benefit and one drawback with reasons (e.g., saves time but hard to check quality).","Supports both sides with specific personal examples, e.g., “I saved time ordering a phone case during exams, but last winter I returned a sweater because the size guide was wrong and paid return postage.”",Use relevant personal examples to support points,Not Mentioned,Refers to “my experience” or “people I know” without giving a situation.,"Describes a personal shopping situation and explains its outcome or reason (e.g., chose online to save money).","Provides a clear, specific case with time/place or item and result, e.g., “In March, I compared prices for the same headphones on three sites, used a 10% code on Site B, and saved €12 compared to the store price.”",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument
W-B1-20260401082235,,,,Read the task below and write your response in the space provided.,<p><em>Tourism brings many visitors to cities and towns around the world.</em></p><p><br></p><p><strong>Write an essay discussing the effects of tourism on your town or country.</strong></p><p><br></p>,Writing,b1,"can write straightforward, detailed descriptions on familiar subjects",essay,inform (b1),holistic (b1),"holidays, travel, and transportation (b1)",,,0.64,900,1.0,0.0,1.0,,,,FALSE,,,0,23,0,25,900,,,Clear position on overall effects of tourism,Not Mentioned,"States that tourism is good, bad, or mixed without giving any support.","Expresses a view (positive, negative, or balanced) and gives a general reason, such as jobs, culture, or prices.","Takes a clear stance and supports it with a concrete local example, e.g., “In Kusadasi, summer tourism creates seasonal jobs for students, but rent for locals rose 20% last year.”",Balanced discussion of at least one benefit and one drawback,Not Mentioned,"Names one benefit or one drawback (e.g., more money, more traffic) with no detail.","Describes one benefit and one drawback with short explanations (e.g., more income for small shops but crowded public transport).","Explains both sides with concrete details, e.g., “Tourists help street markets in Valencia sell local oranges, but buses are full on weekends and residents wait 20 extra minutes.”","Coherent essay structure with introduction, linked body paragraphs, and a conclusion",Not Mentioned,Has some parts of an essay but ideas feel listed or jump between points.,"Includes an introduction to the topic, body paragraphs with connecting words (for example, firstly, however), and a short concluding idea.","Introduction sets the focus on the writer’s town or country; body paragraphs each develop one clear point with links (for example, moreover, on the other hand); conclusion restates the position and gives a practical takeaway, e.g., “The city should limit tour buses in the old town.”",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument
W-B1-20260401082337,,,,Read the task below and write your response in the space provided.,<p><em>Technology plays a big part in most people's daily lives.</em></p><p><br></p><p><strong>Write an essay discussing how technology affects the way people communicate.</strong></p><p><br></p><ul><li>Think about how communication has changed in recent years</li><li>Consider both the benefits and problems this brings</li><li>Use examples from your own daily life</li></ul>,Writing,b1,can fill in personal information on a form,essay,inform (b1),holistic (a1),science and technology (b1),,,0.64,900,1.0,0.0,1.0,,,,FALSE,,,0.0,24.0,0,25,300,,,,,,,,,,,,,,,,,,,,,,
W-B2-20260401083650,,,,Read the task below and write your response in the space provided.,"<p><em>The fashion industry produces more clothing than ever before, much of which ends up as waste.</em></p><p><br></p><p><strong>Write an essay discussing the environmental impact of fast fashion.</strong></p><p><br></p><ul><li>Consider how the fast fashion industry affects the environment and the people who work in it</li><li>Think about what individuals and companies could do differently</li><li>Use examples from your own shopping habits or things you have read about</li></ul>",Writing,b2,"can write reviews of films, books or plays",essay,evaluate (b2),holistic (c1),"shopping, money, and personal finance (b2)",,,0.83,1200,1.0,0.0,1.0,,,,FALSE,,,0.0,2.0,0,50,400,,,,,,,,,,,,,,,,,,,,,,
W-B2-20260401083820,,,,Read the task below and write your response in the space provided.,"<p><em>Celebrities have more influence over people's lives than ever before.</em></p><p><br></p><p><strong>Write an essay discussing the positive and negative influence of celebrity culture on society.</strong></p><p><br></p><ul><li>Consider how celebrities affect people's values, lifestyle choices, and self-image</li><li>Think about whether this influence is mostly positive or mostly harmful</li><li>Use examples from celebrities or trends you are familiar with</li></ul>",Writing,b2,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",essay,evaluate (b2),holistic (a1),"people, relationships, and family (b2)",,,0.83,1200,1.0,0.0,1.0,,,,FALSE,,,0.0,6.0,0,50,500,,,,,,,,,,,,,,,,,,,,,,
W-B2-20260401083916,,,,Read the task below and write your response in the space provided.,"<p><em>More young people than ever are choosing to go to university, but some question whether it is worth it.</em></p><p><br></p><p><strong>Write an essay discussing the value of higher education in today's world.</strong></p><p><br></p><ul><li>Consider the benefits of a university education beyond just getting a job</li><li>Think about the financial costs and whether there are other paths to success</li><li>Use examples from your own experience or people you know</li></ul>",Writing,b2,"can write clear, detailed, well-structured reviews on complex topics",essay,evaluate (b2),holistic (c1),"education, study, and language (b2)",,,0.83,1200,1.0,0.0,1.0,,,,FALSE,,,1.0,5.0,0,50,400,,,,,,,,,,,,,,,,,,,,,,
W-B2-20260401084009,,,,Read the task below and write your response in the space provided.,"<p><em>People have very different opinions about whether it is better to live in a city or the countryside.</em></p><p><br></p><p><strong>Write an essay discussing the advantages and disadvantages of urban and rural living.</strong></p><p><br></p><ul><li>Consider how the two lifestyles differ in terms of opportunities, cost, and quality of life</li><li>Think about what kind of person might prefer each environment and why</li><li>Use examples from your own experience or observations</li></ul>",Writing,b2,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",essay,evaluate (b2),holistic (a1),"house, home, and daily life (b2)",,,0.83,1200,1.0,0.0,1.0,,,,FALSE,,,0.0,3.0,0,50,400,,,,,,,,,,,,,,,,,,,,,,
W-C1-20260401084917,,,,Read the task below and write your response in the space provided.,"<p><em>Music is present in almost every aspect of modern life, from advertising to politics to personal identity.</em></p><p><br></p><p><strong>Write an essay examining the extent to which music shapes the way people think, feel, and behave.</strong></p><p><br></p><ul><li>Consider how music influences culture, identity, and social behaviour</li><li>Evaluate whether this influence is largely positive or whether it can also be harmful</li><li>Support your position with examples from your own knowledge and experience</li></ul>",Writing,c1,can write summaries and reviews of professional or literary works.,essay,persuade (c1),holistic (c1),"media, arts, literature, and entertainment (c1)",,,0.93,1200,1.0,0.0,1.0,,,,FALSE,,,0.0,0.0,0,50,500,,,,,,,,,,,,,,,,,,,,,,
W-C1-20260401085011,,,,Read the task below and write your response in the space provided.,"<p><em>Public holidays are celebrated differently across cultures, but their value is increasingly being questioned in modern societies.</em></p><p><br></p><p><strong>Write an essay responding to this statement: 'Public holidays have lost their meaning in the modern world.'</strong></p><p><br></p><ul><li>Consider what purpose public holidays serve and whether they still fulfil that purpose</li><li>Evaluate the tension between tradition and the demands of modern working life</li><li>Support your position with examples from your own culture and experience</li></ul>",Writing,c1,"can write short, simple essays on topics of interest",essay,persuade (c1),holistic (c1),"cultures, customs, religion, and traditions (c1)",,,0.93,1200,1.0,0.0,1.0,,,,FALSE,,,0.0,0.0,0,50,500,,,,,,,,,,,,,,,,,,,,,,
W-C1-20260401085101,,,,Read the task below and write your response in the space provided.,"<p><em>Car ownership was once seen as a symbol of freedom and success, but attitudes are changing.</em></p><p><br></p><p><strong>Write an essay examining whether owning a car is still necessary in today's world.</strong></p><p><br></p><ul><li>Consider how urban development, public transport, and environmental concerns affect the need for a car</li><li>Evaluate whether the benefits of car ownership still outweigh the costs</li><li>Support your position with examples from your own experience and observations</li></ul>",Writing,c1,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",essay,persuade (c1),holistic (c1),"holidays, travel, and transportation (c1)",,,0.93,1200,1.0,0.0,1.0,,,,FALSE,,,0.0,0.0,0,50,500,,,,,,,,,,,,,,,,,,,,,,
W-C1-20260401085151,,,,Read the task below and write your response in the space provided.,<p><em>The number of pets kept in homes around the world has grown significantly in recent decades.</em></p><p><br></p><p><strong>Write an essay responding to this statement: 'Keeping animals as pets is fundamentally selfish.'</strong></p><p><br></p><ul><li>Consider the arguments for and against pet ownership from both human and animal perspectives</li><li>Evaluate the responsibilities that come with owning a pet and whether most owners fulfil them</li><li>Support your position with examples from your own knowledge and experience</li></ul>,Writing,c1,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",essay,persuade (c1),holistic (a1),"people, relationships, and family (c1)",,,0.93,1200,1.0,0.0,1.0,,,,FALSE,,,0.0,0.0,0,50,500,,,,,,,,,,,,,,,,,,,,,,
W-B1-20260401093728,,,,Read the task below and write your response in the space provided.,<p><em>Friendship is one of the most important parts of people's lives.</em></p><p><br></p><p><strong>Write an essay discussing what makes a good friend and why friendship is important.</strong></p><p><br></p><p><br></p>,Writing,b1,"can write clear, well-structured reports that present relevant arguments cogently",essay,describe (b1),holistic (c1),"people, relationships, and family (b1)",,,0.64,900,1.0,0.0,1.0,,,,FALSE,,,0,26,0,50,300,,,Define key qualities of a good friend,Not Mentioned,"Names one or two qualities (e.g., kind, honest) without any detail.","Explains why each quality matters in friendship (e.g., honesty builds trust, reliability gives support).","Gives a concrete example from personal life, such as “My classmate Lina kept my secret during exams, which showed honesty and made me trust her more.”",Explain why friendship is important,Not Mentioned,States that friendship is important without saying why.,"Gives clear reasons, such as emotional support, sharing activities, or learning social skills.","Includes a personal example, like “When I moved to a new city, my friend Omar called me every week, which reduced my stress and helped me adapt.”",Describe how friendships can change over time,Not Mentioned,Mentions that friendships change with age or life events but gives no details.,"Explains how and why changes happen (e.g., new schools, work, different interests) and their effects on contact or closeness.","Shares a specific case, such as “In high school I saw Ana every day, but after she started a job, we meet monthly and text more; planning helps us stay close.”",Additional on-topic development,"no semantically distinct extra on-topic point, OR the 'extra' content paraphrases an idea already credited under another requirement","introduces a DISTINCT extra on-topic point — not a rephrasing or repeat of any other requirement — within the question's subject, with no further detail","introduces a distinct extra on-topic point AND develops it meaningfully (a real reason, cause, or effect — not just length)",introduces a distinct extra on-topic point AND develops it AND supports it with a concrete specific that genuinely advances the argument
