ref_#,domain,media_description,title,instruction,question,assessment_type,cefr_level,cefr_descriptor,question_type,subtype,skill_focus,topic,context,learning_objective,difficulty,expected_time,discrimination,guessing_factor,weight,tags,partial_credit_enabled,feedback_correct,feedback_incorrect,correct_count,incorrect_count,media_url,max_attempts,word_limit_min,word_limit_max,text_genre
W-B1-20260401082235,,,,Read the task below and write your response in the space provided.,"<p><em>Tourism brings many visitors to cities and towns around the world.</em></p><p><br></p><p><strong>Write an essay discussing the effects of tourism on your town or country.</strong></p><p><br></p><ul><li>Think about both the positive and negative effects</li><li>Consider the impact on local people, businesses, and the environment</li><li>Use examples from your own experience or knowledge</li></ul><p><br></p>",Writing,b1,"can write straightforward, detailed descriptions on familiar subjects",essay,inform (b1),holistic (b1),"holidays, travel, and transportation (b1)",,,0.64,900,1.0,0.0,1.0,,FALSE,,,0,21,,0,25,900,
W-B1-20260401082337,,,,Read the task below and write your response in the space provided.,<p><em>Technology plays a big part in most people's daily lives.</em></p><p><br></p><p><strong>Write an essay discussing how technology affects the way people communicate.</strong></p><p><br></p><ul><li>Think about how communication has changed in recent years</li><li>Consider both the benefits and problems this brings</li><li>Use examples from your own daily life</li></ul><p><br></p>,Writing,b1,can fill in personal information on a form,essay,inform (b1),holistic (a1),science and technology (b1),,,0.64,900,1.0,0.0,1.0,,FALSE,,,0,22,,0,25,300,
W-B2-20260401083650,,,,Read the task below and write your response in the space provided.,"<p><em>The fashion industry produces more clothing than ever before, much of which ends up as waste.</em></p><p><br></p><p><strong>Write an essay discussing the environmental impact of fast fashion.</strong></p><p><br></p><ul><li>Consider how the fast fashion industry affects the environment and the people who work in it</li><li>Think about what individuals and companies could do differently</li><li>Use examples from your own shopping habits or things you have read about</li></ul><p><br></p>",Writing,b2,"can write reviews of films, books or plays",essay,evaluate (b2),holistic (c1),"shopping, money, and personal finance (b2)",,,0.83,1200,1.0,0.0,1.0,,FALSE,,,0,0,,0,50,400,
W-B2-20260401083820,,,,Read the task below and write your response in the space provided.,"<p><em>Celebrities have more influence over people's lives than ever before.</em></p><p><br></p><p><strong>Write an essay discussing the positive and negative influence of celebrity culture on society.</strong></p><p><br></p><ul><li>Consider how celebrities affect people's values, lifestyle choices, and self-image</li><li>Think about whether this influence is mostly positive or mostly harmful</li><li>Use examples from celebrities or trends you are familiar with</li></ul><p><br></p>",Writing,b2,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",essay,evaluate (b2),holistic (a1),"people, relationships, and family (b2)",,,0.83,1200,1.0,0.0,1.0,,FALSE,,,0,4,,0,50,500,
W-B2-20260401083916,,,,Read the task below and write your response in the space provided.,"<p><em>More young people than ever are choosing to go to university, but some question whether it is worth it.</em></p><p><br></p><p><strong>Write an essay discussing the value of higher education in today's world.</strong></p><p><br></p><ul><li>Consider the benefits of a university education beyond just getting a job</li><li>Think about the financial costs and whether there are other paths to success</li><li>Use examples from your own experience or people you know</li></ul><p><br></p>",Writing,b2,"can write clear, detailed, well-structured reviews on complex topics",essay,evaluate (b2),holistic (c1),"education, study, and language (b2)",,,0.83,1200,1.0,0.0,1.0,,FALSE,,,1,2,,0,50,400,
W-B2-20260401084009,,,,Read the task below and write your response in the space provided.,"<p><em>People have very different opinions about whether it is better to live in a city or the countryside.</em></p><p><br></p><p><strong>Write an essay discussing the advantages and disadvantages of urban and rural living.</strong></p><p><br></p><ul><li>Consider how the two lifestyles differ in terms of opportunities, cost, and quality of life</li><li>Think about what kind of person might prefer each environment and why</li><li>Use examples from your own experience or observations</li></ul><p><br></p>",Writing,b2,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",essay,evaluate (b2),holistic (a1),"house, home, and daily life (b2)",,,0.83,1200,1.0,0.0,1.0,,FALSE,,,0,2,,0,50,400,
W-C1-20260401084917,,,,Read the task below and write your response in the space provided.,"<p><em>Music is present in almost every aspect of modern life, from advertising to politics to personal identity.</em></p><p><br></p><p><strong>Write an essay examining the extent to which music shapes the way people think, feel, and behave.</strong></p><p><br></p><ul><li>Consider how music influences culture, identity, and social behaviour</li><li>Evaluate whether this influence is largely positive or whether it can also be harmful</li><li>Support your position with examples from your own knowledge and experience</li></ul><p><br></p>",Writing,c1,can write summaries and reviews of professional or literary works.,essay,persuade (c1),holistic (c1),"media, arts, literature, and entertainment (c1)",,,0.93,1200,1.0,0.0,1.0,,FALSE,,,0,0,,0,50,500,
W-C1-20260401085011,,,,Read the task below and write your response in the space provided.,"<p><em>Public holidays are celebrated differently across cultures, but their value is increasingly being questioned in modern societies.</em></p><p><br></p><p><strong>Write an essay responding to this statement: 'Public holidays have lost their meaning in the modern world.'</strong></p><p><br></p><ul><li>Consider what purpose public holidays serve and whether they still fulfil that purpose</li><li>Evaluate the tension between tradition and the demands of modern working life</li><li>Support your position with examples from your own culture and experience</li></ul><p><br></p>",Writing,c1,"can write short, simple essays on topics of interest",essay,persuade (c1),holistic (c1),"cultures, customs, religion, and traditions (c1)",,,0.93,1200,1.0,0.0,1.0,,FALSE,,,0,0,,0,50,500,
W-C1-20260401085101,,,,Read the task below and write your response in the space provided.,"<p><em>Car ownership was once seen as a symbol of freedom and success, but attitudes are changing.</em></p><p><br></p><p><strong>Write an essay examining whether owning a car is still necessary in today's world.</strong></p><p><br></p><ul><li>Consider how urban development, public transport, and environmental concerns affect the need for a car</li><li>Evaluate whether the benefits of car ownership still outweigh the costs</li><li>Support your position with examples from your own experience and observations</li></ul><p><br></p>",Writing,c1,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",essay,persuade (c1),holistic (c1),"holidays, travel, and transportation (c1)",,,0.93,1200,1.0,0.0,1.0,,FALSE,,,0,0,,0,50,500,
W-C1-20260401085151,,,,Read the task below and write your response in the space provided.,<p><em>The number of pets kept in homes around the world has grown significantly in recent decades.</em></p><p><br></p><p><strong>Write an essay responding to this statement: 'Keeping animals as pets is fundamentally selfish.'</strong></p><p><br></p><ul><li>Consider the arguments for and against pet ownership from both human and animal perspectives</li><li>Evaluate the responsibilities that come with owning a pet and whether most owners fulfil them</li><li>Support your position with examples from your own knowledge and experience</li></ul><p><br></p>,Writing,c1,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",essay,persuade (c1),holistic (a1),"people, relationships, and family (c1)",,,0.93,1200,1.0,0.0,1.0,,FALSE,,,0,0,,0,50,500,
W-B1-20260401093728,,,,Read the task below and write your response in the space provided.,<p><em>Friendship is one of the most important parts of people's lives.</em></p><p><br></p><p><strong>Write an essay discussing what makes a good friend and why friendship is important.</strong></p><p><br></p><ul><li>Think about the qualities that make someone a good friend</li><li>Consider how friendships change as people get older</li><li>Use examples from your own experience</li></ul><p><br></p>,Writing,b1,"can write clear, well-structured reports that present relevant arguments cogently",essay,describe (b1),holistic (c1),"people, relationships, and family (b1)",,,0.64,900,1.0,0.0,1.0,,FALSE,,,0,23,,0,50,300,
W-B1-20260401093829,,,,Read the task below and write your response in the space provided.,<p><em>The weather affects people's lives in many different ways.</em></p><p><br></p><p><strong>Write an essay discussing how the weather affects the way you live and feel.</strong></p><p><br></p><ul><li>Think about how different seasons affect your daily routine and mood</li><li>Consider both the positive and negative effects of different types of weather</li><li>Use examples from your own experience</li></ul><p><br></p>,Writing,b1,"can write short, simple essays on topics of interest",essay,describe (b1),holistic (b1),natural world and environment (b1),,,0.64,900,1.0,0.0,1.0,,FALSE,,,0,20,,0,50,300,
W-B1-20260401093929,,,,Read the task below and write your response in the space provided.,<p><em>Music is something that most people enjoy in their daily lives.</em></p><p><br></p><p><strong>Write an essay discussing the role of music in your life and how it affects you.</strong></p><p><br></p><ul><li>Think about when and why you listen to music</li><li>Consider how music can affect your mood and the way you feel</li><li>Use examples from your own experience and hobbies</li></ul><p><br></p>,Writing,b1,"can leave a simple message giving information regarding for instance where they have gone, or what time they will be back",essay,describe (b1),holistic (b1),"media, arts, literature, and entertainment (b1)",,,0.64,900,1.0,0.0,1.0,,FALSE,,,0,17,,0,50,300,
